,word,code,full_code,cluster
444,надумать,2.3.2.3,2.3.2.3.1.4.,1
445,нажать,2.3.2.3,2.3.2.3.1.3.,2
446,назначить,2.3.2.3,2.3.2.3.1.1.,0
447,найти,2.3.2.1,2.3.2.1.2.1.,0
448,найти,2.3.2.1,2.3.2.1.3.1.,0
449,наказать,2.3.2.3,2.3.2.3.1.1.,1
450,налечь,2.3.2.3,2.3.2.3.1.3.,2
451,намаяться,2.3.2.2,2.3.2.2.2.3.4.1.,1
452,намереваться,2.3.2.3,2.3.2.3.1.4.,0
453,наметить,2.3.2.1,2.3.2.1.2.5.,0
454,наметить,2.3.2.3,2.3.2.3.1.4.,0
455,намучиться,2.3.2.2,2.3.2.2.2.3.4.1.,1
456,намылиться,2.3.2.3,2.3.2.3.1.4.,2
457,наплевать,2.3.2.2,2.3.2.2.2.3.3.,1
458,наполнить,2.3.2.2,2.3.2.2.2.1.1.2.,2
459,напомнить,2.3.2.1,2.3.2.1.5.1.,0
460,направить,2.3.2.3,2.3.2.3.1.2.1.2.,2
461,напустить,2.3.2.3,2.3.2.3.1.2.1.2.,1
462,нарадоваться,2.3.2.2,2.3.2.2.2.2.1.1.,0
463,насесть,2.3.2.3,2.3.2.3.1.3.,2
464,насиловать,2.3.2.3,2.3.2.3.1.3.,1
465,наскучить,2.3.2.2,2.3.2.2.2.3.2.2.,1
466,насладиться,2.3.2.2,2.3.2.2.2.2.1.1.,1
467,насторожиться,2.3.2.2,2.3.2.2.2.3.5.1.,1
468,настоять,2.3.2.3,2.3.2.3.1.1.,0
469,настрадаться,2.3.2.2,2.3.2.2.2.3.4.1.,1
470,настроить,2.3.2.3,2.3.2.3.2.2.,0
471,натерпеться,2.3.2.3,2.3.2.3.4.,1
472,наткнуться,2.3.2.1,2.3.2.1.3.1.,0
473,натолкнуть,2.3.2.3,2.3.2.3.2.2.,0
474,натолкнуться,2.3.2.1,2.3.2.1.3.1.,0
475,находить,2.3.2.1,2.3.2.1.3.1.,0
476,нацелить,2.3.2.3,2.3.2.3.1.5.,0
477,начертать,2.3.2.3,2.3.2.3.1.1.,0
478,начхать,2.3.2.2,2.3.2.2.2.3.3.,1
479,невзлюбить,2.3.2.2,2.3.2.2.2.3.1.,1
480,неволить,2.3.2.3,2.3.2.3.1.3.,1
481,негодовать,2.3.2.2,2.3.2.2.2.3.7.1.,1
482,недолюбливать,2.3.2.2,2.3.2.2.2.3.2.1.,1
483,недооценить,2.3.2.1,2.3.2.1.2.6.,0
484,недоумевать,2.3.2.2,2.3.2.2.2.1.2.1.,1
485,нежить,2.3.2.2,2.3.2.2.3.1.2.,1
486,неистовствовать,2.3.2.2,2.3.2.2.2.1.1.1.,1
487,ненавидеть,2.3.2.2,2.3.2.2.2.3.1.,1
488,нервировать,2.3.2.2,2.3.2.2.2.3.5.2.,1
489,нервничать,2.3.2.2,2.3.2.2.2.3.5.1.,1
490,никнуть,2.3.2.2,2.3.2.2.3.3.1.,2
491,норовить,2.3.2.3,2.3.2.3.3.,0
492,нравиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
493,обалдеть,2.3.2.2,2.3.2.2.2.1.2.1.,1
494,обворожить,2.3.2.2,2.3.2.2.2.2.1.2.,1
495,обдумать,2.3.2.1,2.3.2.1.2.2.,0
496,обезоружить,2.3.2.3,2.3.2.3.1.3.,2
497,обезуметь,2.3.2.2,2.3.2.2.4.2.2.,1
498,обескуражить,2.3.2.2,2.3.2.2.2.1.2.2.,1
499,обеспамятеть,2.3.2.2,2.3.2.2.4.2.2.,1
500,обещать,2.3.2.1,2.3.2.1.6.4.,0
501,обидеть,2.3.2.2,2.3.2.2.2.3.6.2.,1
502,обидеться,2.3.2.2,2.3.2.2.2.3.6.1.,1
503,облегчить,2.3.2.2,2.3.2.2.3.2.2.,0
504,обмануть,2.3.2.1,2.3.2.1.6.4.,1
505,обмереть,2.3.2.2,2.3.2.2.2.1.2.1.,1
506,обмозговать,2.3.2.1,2.3.2.1.2.2.,1
507,обнадежить,2.3.2.1,2.3.2.1.6.4.,0
508,обнаружить,2.3.2.1,2.3.2.1.3.1.,0
509,обожать,2.3.2.2,2.3.2.2.2.2.2.1.,1
510,обожать,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
511,обожествлять,2.3.2.2,2.3.2.2.2.2.2.1.,1
512,обозлиться,2.3.2.2,2.3.2.2.2.3.7.1.,1
513,обозреть,2.3.2.1,2.3.2.1.3.1.,0
514,обомлеть,2.3.2.2,2.3.2.2.2.1.2.1.,1
515,обратить,2.3.2.3,2.3.2.3.2.2.,2
516,обречь,2.3.2.3,2.3.2.3.1.3.,0
517,обследовать,2.3.2.1,2.3.2.1.3.1.,0
518,обуздать,2.3.2.3,2.3.2.3.1.8.,2
519,обуять,2.3.2.2,2.3.2.2.3.3.2.,1
520,объяснить,2.3.2.1,2.3.2.1.3.3.,0
521,обязать,2.3.2.3,2.3.2.3.1.5.,0
522,овладеть,2.3.2.1,2.3.2.1.3.1.,2
523,оглянуться,2.3.2.1,2.3.2.1.5.1.,2
524,огорошить,2.3.2.2,2.3.2.2.2.1.2.2.,1
525,огорчить,2.3.2.2,2.3.2.2.3.4.2.,1
526,огорчиться,2.3.2.2,2.3.2.2.3.4.1.,1
527,одобрить,2.3.2.3,2.3.2.3.1.6.1.,0
528,одобрить,2.3.2.3,2.3.2.3.1.7.1.,0
529,одолеть,2.3.2.1,2.3.2.1.3.1.,2
530,одолеть,2.3.2.2,2.3.2.2.3.3.2.,2
531,одолеть,2.3.2.3,2.3.2.3.1.8.,2
532,одуматься,2.3.2.1,2.3.2.1.3.3.,1
533,одуматься,2.3.2.3,2.3.2.3.1.4.,1
534,одухотворить,2.3.2.2,2.3.2.2.2.2.1.2.,1
535,одушевить,2.3.2.2,2.3.2.2.2.1.1.2.,1
536,одушевиться,2.3.2.2,2.3.2.2.2.1.1.1.,1
537,ожесточить,2.3.2.2,2.3.2.2.2.3.7.2.,1
538,ожидать,2.3.2.1,2.3.2.1.6.4.,0
539,озабочивать,2.3.2.2,2.3.2.2.2.3.5.2.,1
540,озадачить,2.3.2.2,2.3.2.2.2.1.2.2.,1
541,озадачить,2.3.2.3,2.3.2.3.1.5.,1
542,озарить,2.3.2.1,2.3.2.1.2.5.,2
543,озлобить,2.3.2.2,2.3.2.2.2.3.7.2.,1
544,озлобиться,2.3.2.2,2.3.2.2.4.3.,1
545,околдовать,2.3.2.2,2.3.2.2.2.2.1.2.,1
546,окрылить,2.3.2.2,2.3.2.2.2.2.1.2.,1
547,окунуться,2.3.2.1,2.3.2.1.4.2.,1
548,омрачить,2.3.2.2,2.3.2.2.3.4.2.,1
549,опасаться,2.3.2.2,2.3.2.2.2.3.5.1.,0
550,опешить,2.3.2.2,2.3.2.2.2.1.2.1.,1
551,оплакать,2.3.2.2,2.3.2.2.3.4.1.,1
552,опознать,2.3.2.1,2.3.2.1.3.2.,0
553,ополоуметь,2.3.2.2,2.3.2.2.4.2.2.,1
554,опомниться,2.3.2.1,2.3.2.1.3.3.,1
555,опорочить,2.3.2.2,2.3.2.2.2.3.2.1.,1
556,опостылеть,2.3.2.2,2.3.2.2.2.3.2.2.,1
557,определить,2.3.2.1,2.3.2.1.3.1.,0
558,определить,2.3.2.3,2.3.2.3.1.1.,0
559,определить,2.3.2.3,2.3.2.3.1.4.,0
560,определить,2.3.2.3,2.3.2.3.1.5.,0
561,определиться,2.3.2.3,2.3.2.3.1.4.,0
562,определять,2.3.2.3,2.3.2.3.1.4.,0
563,определять,2.3.2.3,2.3.2.3.1.5.,0
564,опровергнуть,2.3.2.3,2.3.2.3.1.7.2.,0
565,опротиветь,2.3.2.2,2.3.2.2.2.3.2.2.,1
566,опустошить,2.3.2.2,2.3.2.2.2.3.4.2.,2
567,ориентировать,2.3.2.3,2.3.2.3.2.2.,0
568,ориентироваться,2.3.2.1,2.3.2.1.3.1.,0
569,осатанеть,2.3.2.2,2.3.2.2.2.3.2.2.,1
570,осатанеть,2.3.2.2,2.3.2.2.4.3.,1
571,освежить,2.3.2.1,2.3.2.1.5.1.,1
572,освоить,2.3.2.1,2.3.2.1.3.1.,0
573,освятить,2.3.2.2,2.3.2.2.2.2.4.,2
574,оседлать,2.3.2.3,2.3.2.3.1.3.,2
575,осенить,2.3.2.1,2.3.2.1.2.1.,1
576,осилить,2.3.2.1,2.3.2.1.3.1.,2
577,осилить,2.3.2.3,2.3.2.3.1.8.,2
578,оскорбить,2.3.2.2,2.3.2.2.2.3.4.2.,1
579,оскорбиться,2.3.2.2,2.3.2.2.2.3.6.1.,1
580,оскудевать,2.3.2.2,2.3.2.2.4.2.2.,1
581,ослабевать,2.3.2.2,2.3.2.2.4.1.,1
582,ослепить,2.3.2.2,2.3.2.2.2.1.1.2.,1
583,осмелиться,2.3.2.3,2.3.2.3.1.4.,0
584,осознать,2.3.2.1,2.3.2.1.3.3.,0
585,оставить,2.3.2.3,2.3.2.3.1.3.,2
586,остановить,2.3.2.3,2.3.2.3.1.3.,2
587,остановить,2.3.2.3,2.3.2.3.1.6.2.,2
588,остановиться,2.3.2.1,2.3.2.1.4.1.,2
589,остановиться,2.3.2.3,2.3.2.3.1.4.,2
590,остервенеть,2.3.2.2,2.3.2.2.2.3.7.1.,1
591,остервениться,2.3.2.2,2.3.2.2.2.3.7.1.,1
592,остолбенеть,2.3.2.2,2.3.2.2.4.1.,1
593,осточертеть,2.3.2.2,2.3.2.2.2.3.2.2.,1
594,остудить,2.3.2.2,2.3.2.2.3.2.2.,1
595,остыть,2.3.2.2,2.3.2.2.2.3.2.1.,1
596,остыть,2.3.2.2,2.3.2.2.3.2.1.,1
597,остыть,2.3.2.2,2.3.2.2.3.3.1.,1
598,осудить,2.3.2.1,2.3.2.1.2.6.,2
599,осудить,2.3.2.3,2.3.2.3.1.3.,2
600,осчастливить,2.3.2.2,2.3.2.2.2.2.1.2.,1
601,осязать,2.3.2.1,2.3.2.1.3.3.,0
602,отбиться,2.3.2.3,2.3.2.3.1.7.2.,2
603,отбросить,2.3.2.3,2.3.2.3.1.7.2.,2
604,отважиться,2.3.2.3,2.3.2.3.1.4.,0
605,отведать,2.3.2.1,2.3.2.1.3.1.,1
606,отвергать,2.3.2.1,2.3.2.1.2.6.,0
607,отвергнуть,2.3.2.3,2.3.2.3.1.7.2.,0
608,отвести,2.3.2.3,2.3.2.3.1.2.2.,2
609,отвести,2.3.2.3,2.3.2.3.1.7.2.,2
610,отвлечь,2.3.2.1,2.3.2.1.2.1.,2
611,отвлечься,2.3.2.1,2.3.2.1.2.1.,1
612,отгадать,2.3.2.1,2.3.2.1.2.5.,0
613,отдаться,2.3.2.1,2.3.2.1.4.2.,1
614,отказать,2.3.2.1,2.3.2.1.2.6.,0
615,отказать,2.3.2.3,2.3.2.3.1.7.2.,0
616,отказаться,2.3.2.3,2.3.2.3.1.7.2.,0
617,отказываться,2.3.2.3,2.3.2.3.1.7.2.,0
618,откинуть,2.3.2.3,2.3.2.3.1.7.2.,2
619,отклонить,2.3.2.3,2.3.2.3.1.3.,0
620,отклонить,2.3.2.3,2.3.2.3.1.7.2.,0
621,отклониться,2.3.2.1,2.3.2.1.2.3.,2
622,отклонять,2.3.2.3,2.3.2.3.1.3.,0
623,отклонять,2.3.2.3,2.3.2.3.1.7.2.,0
624,отключиться,2.3.2.1,2.3.2.1.2.3.,2
625,открещиваться,2.3.2.3,2.3.2.3.1.7.2.,0
626,открывать,2.3.2.1,2.3.2.1.3.1.,2
627,открывать,2.3.2.3,2.3.2.3.1.6.1.,2
628,открыть,2.3.2.1,2.3.2.1.3.1.,2
629,открыть,2.3.2.3,2.3.2.3.1.6.1.,2
630,отлечь,2.3.2.2,2.3.2.2.3.2.1.,1
631,отменить,2.3.2.3,2.3.2.3.1.4.,0
632,отмести,2.3.2.3,2.3.2.3.1.7.2.,0
633,отметить,2.3.2.1,2.3.2.1.4.1.,0
634,отмечать,2.3.2.1,2.3.2.1.4.1.,0
635,отмучиться,2.3.2.2,2.3.2.2.2.3.4.1.,1
636,отнести,2.3.2.1,2.3.2.1.2.6.,0
637,отнестись,2.3.2.1,2.3.2.1.2.6.,0
638,отогнать,2.3.2.3,2.3.2.3.1.2.1.1.,2
639,отогреть,2.3.2.2,2.3.2.2.3.2.2.,1
640,отозваться,2.3.2.2,2.3.2.2.2.2.3.2.1.,0
641,отойти,2.3.2.2,2.3.2.2.3.2.1.,2
642,оторопеть,2.3.2.2,2.3.2.2.2.1.2.1.,1
643,отослать,2.3.2.3,2.3.2.3.1.2.1.2.,2
644,отпечататься,2.3.2.1,2.3.2.1.5.1.,0
645,отправить,2.3.2.3,2.3.2.3.1.2.1.2.,2
646,отправляться,2.3.2.1,2.3.2.1.2.1.,2
647,отпугнуть,2.3.2.2,2.3.2.2.2.3.2.2.,2
648,отпугнуть,2.3.2.2,2.3.2.2.2.3.5.2.,2
649,отпугнуть,2.3.2.2,2.3.2.2.2.3.6.2.,2
650,отпугнуть,2.3.2.3,2.3.2.3.1.2.1.3.,2
651,отравить,2.3.2.2,2.3.2.2.2.3.4.2.,2
652,отрезвить,2.3.2.2,2.3.2.2.3.2.2.,1
653,отрезвиться,2.3.2.2,2.3.2.2.3.2.1.,1
654,отрезвиться,2.3.2.2,2.3.2.2.4.2.1.,1
655,отречься,2.3.2.3,2.3.2.3.1.7.2.,0
656,отрешиться,2.3.2.1,2.3.2.1.2.3.,0
657,отринуть,2.3.2.3,2.3.2.3.1.7.2.,0
658,отрицать,2.3.2.1,2.3.2.1.2.6.,0
659,отрядить,2.3.2.3,2.3.2.3.1.2.1.2.,2
660,отслеживать,2.3.2.1,2.3.2.1.3.1.,0
661,отступить,2.3.2.3,2.3.2.3.1.7.2.,2
662,отступиться,2.3.2.3,2.3.2.3.1.7.2.,1
663,оттолкнуть,2.3.2.2,2.3.2.2.2.3.2.2.,2
664,отчаяться,2.3.2.2,2.3.2.2.2.3.4.1.,1
665,отчаяться,2.3.2.2,2.3.2.2.3.4.1.,1
666,отягощать,2.3.2.2,2.3.2.2.2.3.4.2.,1
667,охватить,2.3.2.2,2.3.2.2.2.1.1.2.,2
668,охладеть,2.3.2.2,2.3.2.2.4.1.,1
669,охладить,2.3.2.2,2.3.2.2.2.3.2.2.,1
670,охладить,2.3.2.2,2.3.2.2.3.2.2.,1
671,охладиться,2.3.2.2,2.3.2.2.2.3.2.1.,1
672,охладиться,2.3.2.2,2.3.2.2.4.1.,1
673,охотиться,2.3.2.3,2.3.2.3.3.,1
674,оценить,2.3.2.1,2.3.2.1.2.6.,0
675,очаровать,2.3.2.2,2.3.2.2.2.2.1.2.,1
676,очаровывать,2.3.2.2,2.3.2.2.2.2.1.2.,1
677,очеловечить,2.3.2.2,2.3.2.2.2.2.2.2.,0
678,очистить,2.3.2.2,2.3.2.2.3.2.2.,2
679,очиститься,2.3.2.2,2.3.2.2.3.2.1.,0
680,очуметь,2.3.2.2,2.3.2.2.4.2.2.,1
681,ошарашить,2.3.2.2,2.3.2.2.2.1.2.2.,1
682,ошеломить,2.3.2.2,2.3.2.2.2.1.2.2.,1
683,памятовать,2.3.2.1,2.3.2.1.5.1.,0
684,перебеситься,2.3.2.2,2.3.2.2.2.3.7.1.,1
685,переболеть,2.3.2.2,2.3.2.2.3.2.1.,1
686,перебрать,2.3.2.1,2.3.2.1.2.3.,0
687,перебрать,2.3.2.1,2.3.2.1.3.1.,0
688,перевалить,2.3.2.3,2.3.2.3.1.5.,2
689,переварить,2.3.2.1,2.3.2.1.3.1.,2
690,перевернуть,2.3.2.1,2.3.2.1.3.1.,2
691,перевернуть,2.3.2.2,2.3.2.2.2.1.1.2.,2
692,переволноваться,2.3.2.2,2.3.2.2.2.3.5.1.,1
693,перегнать,2.3.2.3,2.3.2.3.1.2.2.,2
694,перегореть,2.3.2.2,2.3.2.2.4.3.,2
695,перегрузить,2.3.2.3,2.3.2.3.1.5.,2
696,передоверить,2.3.2.3,2.3.2.3.1.5.,0
697,передумать,2.3.2.1,2.3.2.1.2.1.,1
698,передумать,2.3.2.3,2.3.2.3.1.4.,1
699,переживать,2.3.2.2,2.3.2.2.2.3.4.1.,1
700,переживать,2.3.2.2,2.3.2.2.2.3.5.1.,1
701,пережить,2.3.2.2,2.3.2.2.2.1.1.1.,1
702,пережить,2.3.2.3,2.3.2.3.4.,1
703,перезабыть,2.3.2.1,2.3.2.1.5.2.,0
704,переиграть,2.3.2.3,2.3.2.3.1.4.,2
705,перейти,2.3.2.1,2.3.2.1.1.,2
706,переключить,2.3.2.1,2.3.2.1.4.1.,2
707,переключиться,2.3.2.1,2.3.2.1.4.1.,2
708,переложить,2.3.2.3,2.3.2.3.1.5.,2
709,переломать,2.3.2.3,2.3.2.3.1.3.,2
710,переломить,2.3.2.3,2.3.2.3.1.8.,2
711,переломить,2.3.2.3,2.3.2.3.4.,2
712,перенести,2.3.2.3,2.3.2.3.4.,2
713,перенестись,2.3.2.1,2.3.2.1.2.4.2.,2
714,перенять,2.3.2.1,2.3.2.1.3.2.,0
715,переоценить,2.3.2.1,2.3.2.1.2.6.,0
716,перепоручить,2.3.2.3,2.3.2.3.1.5.,0
717,перепугать,2.3.2.2,2.3.2.2.2.3.5.2.,1
718,перепугаться,2.3.2.2,2.3.2.2.2.3.5.1.,1
719,пересилить,2.3.2.3,2.3.2.3.1.8.,2
720,переслать,2.3.2.3,2.3.2.3.1.2.2.,2
721,пересмотреть,2.3.2.1,2.3.2.1.2.6.,0
722,перестрадать,2.3.2.2,2.3.2.2.2.3.4.1.,1
723,перетерпеть,2.3.2.3,2.3.2.3.4.,1
724,переубедить,2.3.2.1,2.3.2.1.6.2.,0
725,перечувствовать,2.3.2.2,2.3.2.2.1.,1
726,петь,2.3.2.2,2.3.2.2.2.2.1.1.,1
727,печалить,2.3.2.2,2.3.2.2.3.4.2.,1
728,печалиться,2.3.2.2,2.3.2.2.3.4.1.,1
729,плакать,2.3.2.2,2.3.2.2.3.4.1.,1
730,пламенеть,2.3.2.2,2.3.2.2.2.1.1.1.,2
731,планирование,2.3.2.3,2.3.2.3.1.4.,0
732,планировать,2.3.2.3,2.3.2.3.1.4.,0
733,плевать,2.3.2.2,2.3.2.2.2.3.3.,1
734,пленить,2.3.2.2,2.3.2.2.2.2.1.2.,2
735,побаиваться,2.3.2.2,2.3.2.2.2.3.5.1.,1
736,победить,2.3.2.3,2.3.2.3.1.8.,2
737,побороть,2.3.2.3,2.3.2.3.1.8.,2
738,побудить,2.3.2.3,2.3.2.3.2.1.,0
739,побуждать,2.3.2.3,2.3.2.3.2.1.,0
740,повелевать,2.3.2.3,2.3.2.3.1.1.,0
741,повторить,2.3.2.1,2.3.2.1.5.1.,0
742,повязать,2.3.2.3,2.3.2.3.1.3.,2
743,поглотить,2.3.2.1,2.3.2.1.4.2.,2
744,погонять,2.3.2.3,2.3.2.3.1.2.1.1.,2
745,погонять,2.3.2.3,2.3.2.3.2.3.,2
746,подавить,2.3.2.2,2.3.2.2.2.3.4.2.,2
747,подавить,2.3.2.2,2.3.2.2.3.3.2.,2
748,подавить,2.3.2.3,2.3.2.3.1.3.,2
749,подавить,2.3.2.3,2.3.2.3.1.8.,2
750,податься,2.3.2.3,2.3.2.3.1.7.1.,2
751,подбить,2.3.2.3,2.3.2.3.2.1.,2
752,подвигнуть,2.3.2.3,2.3.2.3.2.2.,1
753,подглядеть,2.3.2.1,2.3.2.1.3.1.,0
754,подгонять,2.3.2.3,2.3.2.3.2.3.,2
755,поддаться,2.3.2.3,2.3.2.3.1.7.1.,2
756,поддержание,2.3.2.3,2.3.2.3.1.7.1.,0
757,поддержать,2.3.2.3,2.3.2.3.1.7.1.,0
758,поддерживать,2.3.2.3,2.3.2.3.1.7.1.,0
759,поджать,2.3.2.3,2.3.2.3.1.3.,2
760,поджечь,2.3.2.3,2.3.2.3.2.1.,2
761,подзабыть,2.3.2.1,2.3.2.1.5.2.,0
762,подметить,2.3.2.1,2.3.2.1.4.1.,0
763,подмывать,2.3.2.3,2.3.2.3.3.,2
764,поднажать,2.3.2.3,2.3.2.3.1.3.,2
765,поднять,2.3.2.3,2.3.2.3.1.3.,2
766,поднять,2.3.2.3,2.3.2.3.2.1.,2
767,подогнать,2.3.2.3,2.3.2.3.1.2.2.,2
768,подогреть,2.3.2.2,2.3.2.2.2.1.1.2.,1
769,подозревать,2.3.2.1,2.3.2.1.2.5.,0
770,подослать,2.3.2.3,2.3.2.3.1.2.1.2.,2
771,подразумевать,2.3.2.1,2.3.2.1.2.5.,0
772,подразумеваться,2.3.2.1,2.3.2.1.2.5.,0
773,подружиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
774,подсмотреть,2.3.2.1,2.3.2.1.3.1.,0
775,подстегнуть,2.3.2.3,2.3.2.3.2.3.,0
776,подстрекнуть,2.3.2.3,2.3.2.3.2.1.,1
777,подтвердить,2.3.2.3,2.3.2.3.1.7.1.,0
778,подтолкнуть,2.3.2.3,2.3.2.3.2.1.,0
779,подтолкнуть,2.3.2.3,2.3.2.3.2.3.,0
780,подумать,2.3.2.1,2.3.2.1.2.1.,0
781,подумывать,2.3.2.3,2.3.2.3.1.4.,0
782,подхватить,2.3.2.1,2.3.2.1.3.1.,2
783,подхлестнуть,2.3.2.3,2.3.2.3.2.3.,0
784,подчинить,2.3.2.3,2.3.2.3.1.3.,2
785,позабыть,2.3.2.1,2.3.2.1.5.2.,0
786,позволить,2.3.2.3,2.3.2.3.1.6.1.,0
787,позволять,2.3.2.3,2.3.2.3.1.6.1.,0
788,познать,2.3.2.1,2.3.2.1.3.1.,0
789,показаться,2.3.2.2,2.3.2.2.2.2.3.1.1.,0
790,поклоняться,2.3.2.2,2.3.2.2.2.2.2.1.,1
791,поклоняться,2.3.2.2,2.3.2.2.2.2.4.,1
792,покорить,2.3.2.2,2.3.2.2.2.2.2.2.,2
793,покорить,2.3.2.3,2.3.2.3.1.3.,2
794,полагать,2.3.2.1,2.3.2.1.2.1.,0
795,полагать,2.3.2.1,2.3.2.1.2.5.,0
796,положить,2.3.2.3,2.3.2.3.1.4.,2
797,положиться,2.3.2.1,2.3.2.1.6.3.,0
798,полюбить,2.3.2.2,2.3.2.2.2.2.2.1.,1
799,полюбить,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
800,полюбиться,2.3.2.2,2.3.2.2.2.2.2.2.,1
801,полюбиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
802,помешаться,2.3.2.1,2.3.2.1.4.2.,1
803,помешаться,2.3.2.2,2.3.2.2.2.2.2.1.,1
804,помнить,2.3.2.1,2.3.2.1.5.1.,0
805,помниться,2.3.2.1,2.3.2.1.5.1.,0
806,помрачиться,2.3.2.2,2.3.2.2.4.1.,1
807,помыслить,2.3.2.1,2.3.2.1.2.4.1.,0
808,помышлять,2.3.2.3,2.3.2.3.1.4.,0
809,помянуть,2.3.2.1,2.3.2.1.5.1.,1
810,поникать,2.3.2.2,2.3.2.2.3.3.1.,2
811,понимать,2.3.2.1,2.3.2.1.3.1.,0
812,понудить,2.3.2.3,2.3.2.3.1.3.,0
813,понукать,2.3.2.3,2.3.2.3.1.3.,2
814,понукать,2.3.2.3,2.3.2.3.2.3.,2
815,понять,2.3.2.1,2.3.2.1.3.1.,0
816,понять,2.3.2.1,2.3.2.1.3.3.,0
817,попереть,2.3.2.3,2.3.2.3.1.2.1.1.,2
818,попомнить,2.3.2.1,2.3.2.1.5.1.,1
819,попрекать,2.3.2.2,2.3.2.2.2.3.2.1.,1
820,попросить,2.3.2.3,2.3.2.3.1.2.1.1.,0
821,поразить,2.3.2.2,2.3.2.2.2.1.2.2.,1
822,поразиться,2.3.2.2,2.3.2.2.2.1.2.1.,1
823,поразмыслить,2.3.2.1,2.3.2.1.2.2.,0
824,порицать,2.3.2.1,2.3.2.1.2.6.,1
825,порицать,2.3.2.2,2.3.2.2.2.3.2.1.,1
826,поручить,2.3.2.3,2.3.2.3.1.5.,0
827,порываться,2.3.2.3,2.3.2.3.3.,2
828,послать,2.3.2.3,2.3.2.3.1.2.1.2.,2
829,постичь,2.3.2.1,2.3.2.1.3.1.,0
830,постичь,2.3.2.1,2.3.2.1.3.3.,0
831,посудить,2.3.2.1,2.3.2.1.2.6.,1
832,потерпеть,2.3.2.3,2.3.2.3.4.,0
833,поторапливать,2.3.2.3,2.3.2.3.2.3.,2
834,потрафить,2.3.2.2,2.3.2.2.2.2.3.1.2.,1
835,потрясти,2.3.2.2,2.3.2.2.2.1.1.2.,1
836,почесть,2.3.2.1,2.3.2.1.2.6.,1
837,почитать,2.3.2.2,2.3.2.2.2.2.4.,1
838,поэтизировать,2.3.2.1,2.3.2.1.2.6.,1
839,превзойти,2.3.2.1,2.3.2.1.3.1.,2
840,превозмочь,2.3.2.3,2.3.2.3.1.8.,2
841,предвидеть,2.3.2.1,2.3.2.1.2.5.,0
842,предвкушать,2.3.2.2,2.3.2.2.1.,1
843,предвосхитить,2.3.2.1,2.3.2.1.2.5.,0
844,предлагать,2.3.2.3,2.3.2.3.1.1.,0
845,предлагаться,2.3.2.3,2.3.2.3.1.1.,0
846,предложить,2.3.2.3,2.3.2.3.1.1.,0
847,предназначить,2.3.2.3,2.3.2.3.1.1.,0
848,предназначить,2.3.2.3,2.3.2.3.1.4.,0
849,предначертать,2.3.2.3,2.3.2.3.1.1.,0
850,предопределить,2.3.2.3,2.3.2.3.1.4.,0
851,предоставить,2.3.2.3,2.3.2.3.1.6.1.,0
852,предоставление,2.3.2.3,2.3.2.3.1.6.1.,0
853,предоставлять,2.3.2.3,2.3.2.3.1.6.1.,0
854,предписать,2.3.2.3,2.3.2.3.1.1.,0
855,предполагать,2.3.2.3,2.3.2.3.1.4.,0
856,предположить,2.3.2.1,2.3.2.1.2.5.,0
857,предпочесть,2.3.2.1,2.3.2.1.2.6.,0
858,предпочесть,2.3.2.2,2.3.2.2.2.2.3.1.1.,0
859,предпочесть,2.3.2.3,2.3.2.3.1.4.,0
860,предрасположить,2.3.2.2,2.3.2.2.2.2.3.1.2.,1
861,предрасположить,2.3.2.3,2.3.2.3.2.2.,1
862,предрешить,2.3.2.3,2.3.2.3.1.4.,0
863,представить,2.3.2.1,2.3.2.1.2.4.1.,0
864,представляться,2.3.2.1,2.3.2.1.2.4.1.,0
865,предугадать,2.3.2.1,2.3.2.1.2.5.,0
866,предусмотреть,2.3.2.1,2.3.2.1.2.5.,0
867,предчувствовать,2.3.2.2,2.3.2.2.1.,0
868,презирать,2.3.2.2,2.3.2.2.2.3.2.1.,1
869,презреть,2.3.2.2,2.3.2.2.2.3.3.,0
870,преклоняться,2.3.2.2,2.3.2.2.2.2.4.,1
871,прельстить,2.3.2.2,2.3.2.2.2.2.2.2.,1
872,прельстить,2.3.2.2,2.3.2.2.2.2.3.1.2.,1
873,прельстить,2.3.2.3,2.3.2.3.3.,1
874,прельститься,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
875,прельститься,2.3.2.3,2.3.2.3.3.,1
876,пренебречь,2.3.2.2,2.3.2.2.2.3.2.1.,0
877,пренебречь,2.3.2.2,2.3.2.2.2.3.3.,0
878,преодолеть,2.3.2.3,2.3.2.3.1.8.,2
879,препоручить,2.3.2.3,2.3.2.3.1.5.,0
880,претендовать,2.3.2.3,2.3.2.3.3.,0
881,претерпеть,2.3.2.3,2.3.2.3.4.,1
882,преувеличить,2.3.2.1,2.3.2.1.2.6.,0
883,преуменьшить,2.3.2.1,2.3.2.1.2.6.,0
884,приветствовать,2.3.2.3,2.3.2.3.1.7.1.,0
885,привлекать,2.3.2.1,2.3.2.1.4.2.,2
886,привлечение,2.3.2.1,2.3.2.1.4.2.,2
887,привлечь,2.3.2.1,2.3.2.1.4.2.,2
888,привлечь,2.3.2.2,2.3.2.2.2.2.3.1.2.,2
