,word,code,full_code,cluster
444,надумать,2.3.2.3,2.3.2.3.1.4.,12
445,нажать,2.3.2.3,2.3.2.3.1.3.,11
446,назначить,2.3.2.3,2.3.2.3.1.1.,33
447,найти,2.3.2.1,2.3.2.1.2.1.,23
448,найти,2.3.2.1,2.3.2.1.3.1.,23
449,наказать,2.3.2.3,2.3.2.3.1.1.,2
450,налечь,2.3.2.3,2.3.2.3.1.3.,5
451,намаяться,2.3.2.2,2.3.2.2.2.3.4.1.,12
452,намереваться,2.3.2.3,2.3.2.3.1.4.,16
453,наметить,2.3.2.1,2.3.2.1.2.5.,10
454,наметить,2.3.2.3,2.3.2.3.1.4.,10
455,намучиться,2.3.2.2,2.3.2.2.2.3.4.1.,12
456,намылиться,2.3.2.3,2.3.2.3.1.4.,12
457,наплевать,2.3.2.2,2.3.2.2.2.3.3.,12
458,наполнить,2.3.2.2,2.3.2.2.2.1.1.2.,5
459,напомнить,2.3.2.1,2.3.2.1.5.1.,28
460,направить,2.3.2.3,2.3.2.3.1.2.1.2.,33
461,напустить,2.3.2.3,2.3.2.3.1.2.1.2.,12
462,нарадоваться,2.3.2.2,2.3.2.2.2.2.1.1.,12
463,насесть,2.3.2.3,2.3.2.3.1.3.,12
464,насиловать,2.3.2.3,2.3.2.3.1.3.,5
465,наскучить,2.3.2.2,2.3.2.2.2.3.2.2.,22
466,насладиться,2.3.2.2,2.3.2.2.2.2.1.1.,28
467,насторожиться,2.3.2.2,2.3.2.2.2.3.5.1.,12
468,настоять,2.3.2.3,2.3.2.3.1.1.,4
469,настрадаться,2.3.2.2,2.3.2.2.2.3.4.1.,12
470,настроить,2.3.2.3,2.3.2.3.2.2.,6
471,натерпеться,2.3.2.3,2.3.2.3.4.,12
472,наткнуться,2.3.2.1,2.3.2.1.3.1.,5
473,натолкнуть,2.3.2.3,2.3.2.3.2.2.,28
474,натолкнуться,2.3.2.1,2.3.2.1.3.1.,6
475,находить,2.3.2.1,2.3.2.1.3.1.,23
476,нацелить,2.3.2.3,2.3.2.3.1.5.,10
477,начертать,2.3.2.3,2.3.2.3.1.1.,28
478,начхать,2.3.2.2,2.3.2.2.2.3.3.,12
479,невзлюбить,2.3.2.2,2.3.2.2.2.3.1.,22
480,неволить,2.3.2.3,2.3.2.3.1.3.,12
481,негодовать,2.3.2.2,2.3.2.2.2.3.7.1.,22
482,недолюбливать,2.3.2.2,2.3.2.2.2.3.2.1.,34
483,недооценить,2.3.2.1,2.3.2.1.2.6.,6
484,недоумевать,2.3.2.2,2.3.2.2.2.1.2.1.,11
485,нежить,2.3.2.2,2.3.2.2.3.1.2.,12
486,неистовствовать,2.3.2.2,2.3.2.2.2.1.1.1.,12
487,ненавидеть,2.3.2.2,2.3.2.2.2.3.1.,34
488,нервировать,2.3.2.2,2.3.2.2.2.3.5.2.,12
489,нервничать,2.3.2.2,2.3.2.2.2.3.5.1.,22
490,никнуть,2.3.2.2,2.3.2.2.3.3.1.,12
491,норовить,2.3.2.3,2.3.2.3.3.,12
492,нравиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,34
493,обалдеть,2.3.2.2,2.3.2.2.2.1.2.1.,11
494,обворожить,2.3.2.2,2.3.2.2.2.2.1.2.,12
495,обдумать,2.3.2.1,2.3.2.1.2.2.,28
496,обезоружить,2.3.2.3,2.3.2.3.1.3.,6
497,обезуметь,2.3.2.2,2.3.2.2.4.2.2.,11
498,обескуражить,2.3.2.2,2.3.2.2.2.1.2.2.,11
499,обеспамятеть,2.3.2.2,2.3.2.2.4.2.2.,12
500,обещать,2.3.2.1,2.3.2.1.6.4.,16
501,обидеть,2.3.2.2,2.3.2.2.2.3.6.2.,22
502,обидеться,2.3.2.2,2.3.2.2.2.3.6.1.,22
503,облегчить,2.3.2.2,2.3.2.2.3.2.2.,10
504,обмануть,2.3.2.1,2.3.2.1.6.4.,6
505,обмереть,2.3.2.2,2.3.2.2.2.1.2.1.,12
506,обмозговать,2.3.2.1,2.3.2.1.2.2.,12
507,обнадежить,2.3.2.1,2.3.2.1.6.4.,2
508,обнаружить,2.3.2.1,2.3.2.1.3.1.,17
509,обожать,2.3.2.2,2.3.2.2.2.2.2.1.,34
510,обожать,2.3.2.2,2.3.2.2.2.2.3.1.1.,34
511,обожествлять,2.3.2.2,2.3.2.2.2.2.2.1.,2
512,обозлиться,2.3.2.2,2.3.2.2.2.3.7.1.,12
513,обозреть,2.3.2.1,2.3.2.1.3.1.,2
514,обомлеть,2.3.2.2,2.3.2.2.2.1.2.1.,11
515,обратить,2.3.2.3,2.3.2.3.2.2.,6
516,обречь,2.3.2.3,2.3.2.3.1.3.,2
517,обследовать,2.3.2.1,2.3.2.1.3.1.,17
518,обуздать,2.3.2.3,2.3.2.3.1.8.,6
519,обуять,2.3.2.2,2.3.2.2.3.3.2.,12
520,объяснить,2.3.2.1,2.3.2.1.3.3.,20
521,обязать,2.3.2.3,2.3.2.3.1.5.,16
522,овладеть,2.3.2.1,2.3.2.1.3.1.,18
523,оглянуться,2.3.2.1,2.3.2.1.5.1.,11
524,огорошить,2.3.2.2,2.3.2.2.2.1.2.2.,11
525,огорчить,2.3.2.2,2.3.2.2.3.4.2.,22
526,огорчиться,2.3.2.2,2.3.2.2.3.4.1.,22
527,одобрить,2.3.2.3,2.3.2.3.1.6.1.,8
528,одобрить,2.3.2.3,2.3.2.3.1.7.1.,8
529,одолеть,2.3.2.1,2.3.2.1.3.1.,1
530,одолеть,2.3.2.2,2.3.2.2.3.3.2.,1
531,одолеть,2.3.2.3,2.3.2.3.1.8.,1
532,одуматься,2.3.2.1,2.3.2.1.3.3.,12
533,одуматься,2.3.2.3,2.3.2.3.1.4.,12
534,одухотворить,2.3.2.2,2.3.2.2.2.2.1.2.,12
535,одушевить,2.3.2.2,2.3.2.2.2.1.1.2.,12
536,одушевиться,2.3.2.2,2.3.2.2.2.1.1.1.,12
537,ожесточить,2.3.2.2,2.3.2.2.2.3.7.2.,12
538,ожидать,2.3.2.1,2.3.2.1.6.4.,11
539,озабочивать,2.3.2.2,2.3.2.2.2.3.5.2.,12
540,озадачить,2.3.2.2,2.3.2.2.2.1.2.2.,11
541,озадачить,2.3.2.3,2.3.2.3.1.5.,11
542,озарить,2.3.2.1,2.3.2.1.2.5.,28
543,озлобить,2.3.2.2,2.3.2.2.2.3.7.2.,12
544,озлобиться,2.3.2.2,2.3.2.2.4.3.,12
545,околдовать,2.3.2.2,2.3.2.2.2.2.1.2.,12
546,окрылить,2.3.2.2,2.3.2.2.2.2.1.2.,12
547,окунуться,2.3.2.1,2.3.2.1.4.2.,28
548,омрачить,2.3.2.2,2.3.2.2.3.4.2.,6
549,опасаться,2.3.2.2,2.3.2.2.2.3.5.1.,29
550,опешить,2.3.2.2,2.3.2.2.2.1.2.1.,11
551,оплакать,2.3.2.2,2.3.2.2.3.4.1.,2
552,опознать,2.3.2.1,2.3.2.1.3.2.,20
553,ополоуметь,2.3.2.2,2.3.2.2.4.2.2.,12
554,опомниться,2.3.2.1,2.3.2.1.3.3.,11
555,опорочить,2.3.2.2,2.3.2.2.2.3.2.1.,12
556,опостылеть,2.3.2.2,2.3.2.2.2.3.2.2.,12
557,определить,2.3.2.1,2.3.2.1.3.1.,35
558,определить,2.3.2.3,2.3.2.3.1.1.,35
559,определить,2.3.2.3,2.3.2.3.1.4.,35
560,определить,2.3.2.3,2.3.2.3.1.5.,35
561,определиться,2.3.2.3,2.3.2.3.1.4.,35
562,определять,2.3.2.3,2.3.2.3.1.4.,35
563,определять,2.3.2.3,2.3.2.3.1.5.,35
564,опровергнуть,2.3.2.3,2.3.2.3.1.7.2.,4
565,опротиветь,2.3.2.2,2.3.2.2.2.3.2.2.,12
566,опустошить,2.3.2.2,2.3.2.2.2.3.4.2.,18
567,ориентировать,2.3.2.3,2.3.2.3.2.2.,10
568,ориентироваться,2.3.2.1,2.3.2.1.3.1.,28
569,осатанеть,2.3.2.2,2.3.2.2.2.3.2.2.,12
570,осатанеть,2.3.2.2,2.3.2.2.4.3.,12
571,освежить,2.3.2.1,2.3.2.1.5.1.,12
572,освоить,2.3.2.1,2.3.2.1.3.1.,28
573,освятить,2.3.2.2,2.3.2.2.2.2.4.,2
574,оседлать,2.3.2.3,2.3.2.3.1.3.,5
575,осенить,2.3.2.1,2.3.2.1.2.1.,11
576,осилить,2.3.2.1,2.3.2.1.3.1.,1
577,осилить,2.3.2.3,2.3.2.3.1.8.,1
578,оскорбить,2.3.2.2,2.3.2.2.2.3.4.2.,22
579,оскорбиться,2.3.2.2,2.3.2.2.2.3.6.1.,12
580,оскудевать,2.3.2.2,2.3.2.2.4.2.2.,12
581,ослабевать,2.3.2.2,2.3.2.2.4.1.,12
582,ослепить,2.3.2.2,2.3.2.2.2.1.1.2.,11
583,осмелиться,2.3.2.3,2.3.2.3.1.4.,16
584,осознать,2.3.2.1,2.3.2.1.3.3.,0
585,оставить,2.3.2.3,2.3.2.3.1.3.,25
586,остановить,2.3.2.3,2.3.2.3.1.3.,1
587,остановить,2.3.2.3,2.3.2.3.1.6.2.,1
588,остановиться,2.3.2.1,2.3.2.1.4.1.,5
589,остановиться,2.3.2.3,2.3.2.3.1.4.,5
590,остервенеть,2.3.2.2,2.3.2.2.2.3.7.1.,12
591,остервениться,2.3.2.2,2.3.2.2.2.3.7.1.,12
592,остолбенеть,2.3.2.2,2.3.2.2.4.1.,12
593,осточертеть,2.3.2.2,2.3.2.2.2.3.2.2.,12
594,остудить,2.3.2.2,2.3.2.2.3.2.2.,12
595,остыть,2.3.2.2,2.3.2.2.2.3.2.1.,11
596,остыть,2.3.2.2,2.3.2.2.3.2.1.,11
597,остыть,2.3.2.2,2.3.2.2.3.3.1.,11
598,осудить,2.3.2.1,2.3.2.1.2.6.,4
599,осудить,2.3.2.3,2.3.2.3.1.3.,4
600,осчастливить,2.3.2.2,2.3.2.2.2.2.1.2.,2
601,осязать,2.3.2.1,2.3.2.1.3.3.,28
602,отбиться,2.3.2.3,2.3.2.3.1.7.2.,5
603,отбросить,2.3.2.3,2.3.2.3.1.7.2.,1
604,отважиться,2.3.2.3,2.3.2.3.1.4.,2
605,отведать,2.3.2.1,2.3.2.1.3.1.,2
606,отвергать,2.3.2.1,2.3.2.1.2.6.,7
607,отвергнуть,2.3.2.3,2.3.2.3.1.7.2.,4
608,отвести,2.3.2.3,2.3.2.3.1.2.2.,9
609,отвести,2.3.2.3,2.3.2.3.1.7.2.,9
610,отвлечь,2.3.2.1,2.3.2.1.2.1.,6
611,отвлечься,2.3.2.1,2.3.2.1.2.1.,11
612,отгадать,2.3.2.1,2.3.2.1.2.5.,20
613,отдаться,2.3.2.1,2.3.2.1.4.2.,12
614,отказать,2.3.2.1,2.3.2.1.2.6.,4
615,отказать,2.3.2.3,2.3.2.3.1.7.2.,4
616,отказаться,2.3.2.3,2.3.2.3.1.7.2.,4
617,отказываться,2.3.2.3,2.3.2.3.1.7.2.,15
618,откинуть,2.3.2.3,2.3.2.3.1.7.2.,5
619,отклонить,2.3.2.3,2.3.2.3.1.3.,4
620,отклонить,2.3.2.3,2.3.2.3.1.7.2.,4
621,отклониться,2.3.2.1,2.3.2.1.2.3.,6
622,отклонять,2.3.2.3,2.3.2.3.1.3.,2
623,отклонять,2.3.2.3,2.3.2.3.1.7.2.,2
624,отключиться,2.3.2.1,2.3.2.1.2.3.,12
625,открещиваться,2.3.2.3,2.3.2.3.1.7.2.,12
626,открывать,2.3.2.1,2.3.2.1.3.1.,28
627,открывать,2.3.2.3,2.3.2.3.1.6.1.,28
628,открыть,2.3.2.1,2.3.2.1.3.1.,9
629,открыть,2.3.2.3,2.3.2.3.1.6.1.,9
630,отлечь,2.3.2.2,2.3.2.2.3.2.1.,12
631,отменить,2.3.2.3,2.3.2.3.1.4.,4
632,отмести,2.3.2.3,2.3.2.3.1.7.2.,12
633,отметить,2.3.2.1,2.3.2.1.4.1.,26
634,отмечать,2.3.2.1,2.3.2.1.4.1.,26
635,отмучиться,2.3.2.2,2.3.2.2.2.3.4.1.,12
636,отнести,2.3.2.1,2.3.2.1.2.6.,35
637,отнестись,2.3.2.1,2.3.2.1.2.6.,4
638,отогнать,2.3.2.3,2.3.2.3.1.2.1.1.,5
639,отогреть,2.3.2.2,2.3.2.2.3.2.2.,12
640,отозваться,2.3.2.2,2.3.2.2.2.2.3.2.1.,28
641,отойти,2.3.2.2,2.3.2.2.3.2.1.,25
642,оторопеть,2.3.2.2,2.3.2.2.2.1.2.1.,11
643,отослать,2.3.2.3,2.3.2.3.1.2.1.2.,33
644,отпечататься,2.3.2.1,2.3.2.1.5.1.,28
645,отправить,2.3.2.3,2.3.2.3.1.2.1.2.,33
646,отправляться,2.3.2.1,2.3.2.1.2.1.,33
647,отпугнуть,2.3.2.2,2.3.2.2.2.3.2.2.,6
648,отпугнуть,2.3.2.2,2.3.2.2.2.3.5.2.,6
649,отпугнуть,2.3.2.2,2.3.2.2.2.3.6.2.,6
650,отпугнуть,2.3.2.3,2.3.2.3.1.2.1.3.,6
651,отравить,2.3.2.2,2.3.2.2.2.3.4.2.,5
652,отрезвить,2.3.2.2,2.3.2.2.3.2.2.,12
653,отрезвиться,2.3.2.2,2.3.2.2.3.2.1.,12
654,отрезвиться,2.3.2.2,2.3.2.2.4.2.1.,12
655,отречься,2.3.2.3,2.3.2.3.1.7.2.,4
656,отрешиться,2.3.2.1,2.3.2.1.2.3.,28
657,отринуть,2.3.2.3,2.3.2.3.1.7.2.,2
658,отрицать,2.3.2.1,2.3.2.1.2.6.,7
659,отрядить,2.3.2.3,2.3.2.3.1.2.1.2.,2
660,отслеживать,2.3.2.1,2.3.2.1.3.1.,10
661,отступить,2.3.2.3,2.3.2.3.1.7.2.,18
662,отступиться,2.3.2.3,2.3.2.3.1.7.2.,12
663,оттолкнуть,2.3.2.2,2.3.2.2.2.3.2.2.,5
664,отчаяться,2.3.2.2,2.3.2.2.2.3.4.1.,12
665,отчаяться,2.3.2.2,2.3.2.2.3.4.1.,12
666,отягощать,2.3.2.2,2.3.2.2.2.3.4.2.,2
667,охватить,2.3.2.2,2.3.2.2.2.1.1.2.,18
668,охладеть,2.3.2.2,2.3.2.2.4.1.,22
669,охладить,2.3.2.2,2.3.2.2.2.3.2.2.,6
670,охладить,2.3.2.2,2.3.2.2.3.2.2.,6
671,охладиться,2.3.2.2,2.3.2.2.2.3.2.1.,12
672,охладиться,2.3.2.2,2.3.2.2.4.1.,12
673,охотиться,2.3.2.3,2.3.2.3.3.,5
674,оценить,2.3.2.1,2.3.2.1.2.6.,26
675,очаровать,2.3.2.2,2.3.2.2.2.2.1.2.,34
676,очаровывать,2.3.2.2,2.3.2.2.2.2.1.2.,34
677,очеловечить,2.3.2.2,2.3.2.2.2.2.2.2.,12
678,очистить,2.3.2.2,2.3.2.2.3.2.2.,18
679,очиститься,2.3.2.2,2.3.2.2.3.2.1.,12
680,очуметь,2.3.2.2,2.3.2.2.4.2.2.,12
681,ошарашить,2.3.2.2,2.3.2.2.2.1.2.2.,11
682,ошеломить,2.3.2.2,2.3.2.2.2.1.2.2.,11
683,памятовать,2.3.2.1,2.3.2.1.5.1.,2
684,перебеситься,2.3.2.2,2.3.2.2.2.3.7.1.,12
685,переболеть,2.3.2.2,2.3.2.2.3.2.1.,12
686,перебрать,2.3.2.1,2.3.2.1.2.3.,11
687,перебрать,2.3.2.1,2.3.2.1.3.1.,11
688,перевалить,2.3.2.3,2.3.2.3.1.5.,5
689,переварить,2.3.2.1,2.3.2.1.3.1.,12
690,перевернуть,2.3.2.1,2.3.2.1.3.1.,5
691,перевернуть,2.3.2.2,2.3.2.2.2.1.1.2.,5
692,переволноваться,2.3.2.2,2.3.2.2.2.3.5.1.,12
693,перегнать,2.3.2.3,2.3.2.3.1.2.2.,5
694,перегореть,2.3.2.2,2.3.2.2.4.3.,12
695,перегрузить,2.3.2.3,2.3.2.3.1.5.,12
696,передоверить,2.3.2.3,2.3.2.3.1.5.,12
697,передумать,2.3.2.1,2.3.2.1.2.1.,11
698,передумать,2.3.2.3,2.3.2.3.1.4.,11
699,переживать,2.3.2.2,2.3.2.2.2.3.4.1.,14
700,переживать,2.3.2.2,2.3.2.2.2.3.5.1.,14
701,пережить,2.3.2.2,2.3.2.2.2.1.1.1.,14
702,пережить,2.3.2.3,2.3.2.3.4.,14
703,перезабыть,2.3.2.1,2.3.2.1.5.2.,12
704,переиграть,2.3.2.3,2.3.2.3.1.4.,1
705,перейти,2.3.2.1,2.3.2.1.1.,25
706,переключить,2.3.2.1,2.3.2.1.4.1.,6
707,переключиться,2.3.2.1,2.3.2.1.4.1.,3
708,переложить,2.3.2.3,2.3.2.3.1.5.,6
709,переломать,2.3.2.3,2.3.2.3.1.3.,5
710,переломить,2.3.2.3,2.3.2.3.1.8.,1
711,переломить,2.3.2.3,2.3.2.3.4.,1
712,перенести,2.3.2.3,2.3.2.3.4.,9
713,перенестись,2.3.2.1,2.3.2.1.2.4.2.,6
714,перенять,2.3.2.1,2.3.2.1.3.2.,28
715,переоценить,2.3.2.1,2.3.2.1.2.6.,28
716,перепоручить,2.3.2.3,2.3.2.3.1.5.,12
717,перепугать,2.3.2.2,2.3.2.2.2.3.5.2.,11
718,перепугаться,2.3.2.2,2.3.2.2.2.3.5.1.,11
719,пересилить,2.3.2.3,2.3.2.3.1.8.,11
720,переслать,2.3.2.3,2.3.2.3.1.2.2.,33
721,пересмотреть,2.3.2.1,2.3.2.1.2.6.,4
722,перестрадать,2.3.2.2,2.3.2.2.2.3.4.1.,12
723,перетерпеть,2.3.2.3,2.3.2.3.4.,12
724,переубедить,2.3.2.1,2.3.2.1.6.2.,6
725,перечувствовать,2.3.2.2,2.3.2.2.1.,12
726,петь,2.3.2.2,2.3.2.2.2.2.1.1.,34
727,печалить,2.3.2.2,2.3.2.2.3.4.2.,12
728,печалиться,2.3.2.2,2.3.2.2.3.4.1.,22
729,плакать,2.3.2.2,2.3.2.2.3.4.1.,22
730,пламенеть,2.3.2.2,2.3.2.2.2.1.1.1.,12
731,планирование,2.3.2.3,2.3.2.3.1.4.,10
732,планировать,2.3.2.3,2.3.2.3.1.4.,16
733,плевать,2.3.2.2,2.3.2.2.2.3.3.,5
734,пленить,2.3.2.2,2.3.2.2.2.2.1.2.,18
735,побаиваться,2.3.2.2,2.3.2.2.2.3.5.1.,22
736,победить,2.3.2.3,2.3.2.3.1.8.,1
737,побороть,2.3.2.3,2.3.2.3.1.8.,1
738,побудить,2.3.2.3,2.3.2.3.2.1.,16
739,побуждать,2.3.2.3,2.3.2.3.2.1.,2
740,повелевать,2.3.2.3,2.3.2.3.1.1.,2
741,повторить,2.3.2.1,2.3.2.1.5.1.,1
742,повязать,2.3.2.3,2.3.2.3.1.3.,5
743,поглотить,2.3.2.1,2.3.2.1.4.2.,6
744,погонять,2.3.2.3,2.3.2.3.1.2.1.1.,5
745,погонять,2.3.2.3,2.3.2.3.2.3.,5
746,подавить,2.3.2.2,2.3.2.2.2.3.4.2.,18
747,подавить,2.3.2.2,2.3.2.2.3.3.2.,18
748,подавить,2.3.2.3,2.3.2.3.1.3.,18
749,подавить,2.3.2.3,2.3.2.3.1.8.,18
750,податься,2.3.2.3,2.3.2.3.1.7.1.,5
751,подбить,2.3.2.3,2.3.2.3.2.1.,5
752,подвигнуть,2.3.2.3,2.3.2.3.2.2.,12
753,подглядеть,2.3.2.1,2.3.2.1.3.1.,12
754,подгонять,2.3.2.3,2.3.2.3.2.3.,5
755,поддаться,2.3.2.3,2.3.2.3.1.7.1.,6
756,поддержание,2.3.2.3,2.3.2.3.1.7.1.,10
757,поддержать,2.3.2.3,2.3.2.3.1.7.1.,4
758,поддерживать,2.3.2.3,2.3.2.3.1.7.1.,10
759,поджать,2.3.2.3,2.3.2.3.1.3.,5
760,поджечь,2.3.2.3,2.3.2.3.2.1.,5
761,подзабыть,2.3.2.1,2.3.2.1.5.2.,12
762,подметить,2.3.2.1,2.3.2.1.4.1.,28
763,подмывать,2.3.2.3,2.3.2.3.3.,12
764,поднажать,2.3.2.3,2.3.2.3.1.3.,12
765,поднять,2.3.2.3,2.3.2.3.1.3.,18
766,поднять,2.3.2.3,2.3.2.3.2.1.,18
767,подогнать,2.3.2.3,2.3.2.3.1.2.2.,5
768,подогреть,2.3.2.2,2.3.2.2.2.1.1.2.,6
769,подозревать,2.3.2.1,2.3.2.1.2.5.,7
770,подослать,2.3.2.3,2.3.2.3.1.2.1.2.,2
771,подразумевать,2.3.2.1,2.3.2.1.2.5.,10
772,подразумеваться,2.3.2.1,2.3.2.1.2.5.,12
773,подружиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,34
774,подсмотреть,2.3.2.1,2.3.2.1.3.1.,28
775,подстегнуть,2.3.2.3,2.3.2.3.2.3.,6
776,подстрекнуть,2.3.2.3,2.3.2.3.2.1.,12
777,подтвердить,2.3.2.3,2.3.2.3.1.7.1.,4
778,подтолкнуть,2.3.2.3,2.3.2.3.2.1.,6
779,подтолкнуть,2.3.2.3,2.3.2.3.2.3.,6
780,подумать,2.3.2.1,2.3.2.1.2.1.,0
781,подумывать,2.3.2.3,2.3.2.3.1.4.,22
782,подхватить,2.3.2.1,2.3.2.1.3.1.,5
783,подхлестнуть,2.3.2.3,2.3.2.3.2.3.,12
784,подчинить,2.3.2.3,2.3.2.3.1.3.,18
785,позабыть,2.3.2.1,2.3.2.1.5.2.,12
786,позволить,2.3.2.3,2.3.2.3.1.6.1.,16
787,позволять,2.3.2.3,2.3.2.3.1.6.1.,15
788,познать,2.3.2.1,2.3.2.1.3.1.,28
789,показаться,2.3.2.2,2.3.2.2.2.2.3.1.1.,23
790,поклоняться,2.3.2.2,2.3.2.2.2.2.2.1.,2
791,поклоняться,2.3.2.2,2.3.2.2.2.2.4.,2
792,покорить,2.3.2.2,2.3.2.2.2.2.2.2.,1
793,покорить,2.3.2.3,2.3.2.3.1.3.,1
794,полагать,2.3.2.1,2.3.2.1.2.1.,7
795,полагать,2.3.2.1,2.3.2.1.2.5.,7
796,положить,2.3.2.3,2.3.2.3.1.4.,5
797,положиться,2.3.2.1,2.3.2.1.6.3.,2
798,полюбить,2.3.2.2,2.3.2.2.2.2.2.1.,34
799,полюбить,2.3.2.2,2.3.2.2.2.2.3.1.1.,34
800,полюбиться,2.3.2.2,2.3.2.2.2.2.2.2.,12
801,полюбиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,12
802,помешаться,2.3.2.1,2.3.2.1.4.2.,12
803,помешаться,2.3.2.2,2.3.2.2.2.2.2.1.,12
804,помнить,2.3.2.1,2.3.2.1.5.1.,28
805,помниться,2.3.2.1,2.3.2.1.5.1.,12
806,помрачиться,2.3.2.2,2.3.2.2.4.1.,12
807,помыслить,2.3.2.1,2.3.2.1.2.4.1.,2
808,помышлять,2.3.2.3,2.3.2.3.1.4.,2
809,помянуть,2.3.2.1,2.3.2.1.5.1.,2
810,поникать,2.3.2.2,2.3.2.2.3.3.1.,12
811,понимать,2.3.2.1,2.3.2.1.3.1.,0
812,понудить,2.3.2.3,2.3.2.3.1.3.,2
813,понукать,2.3.2.3,2.3.2.3.1.3.,12
814,понукать,2.3.2.3,2.3.2.3.2.3.,12
815,понять,2.3.2.1,2.3.2.1.3.1.,0
816,понять,2.3.2.1,2.3.2.1.3.3.,0
817,попереть,2.3.2.3,2.3.2.3.1.2.1.1.,12
818,попомнить,2.3.2.1,2.3.2.1.5.1.,12
819,попрекать,2.3.2.2,2.3.2.2.2.3.2.1.,12
820,попросить,2.3.2.3,2.3.2.3.1.2.1.1.,16
821,поразить,2.3.2.2,2.3.2.2.2.1.2.2.,11
822,поразиться,2.3.2.2,2.3.2.2.2.1.2.1.,12
823,поразмыслить,2.3.2.1,2.3.2.1.2.2.,11
824,порицать,2.3.2.1,2.3.2.1.2.6.,2
825,порицать,2.3.2.2,2.3.2.2.2.3.2.1.,2
826,поручить,2.3.2.3,2.3.2.3.1.5.,33
827,порываться,2.3.2.3,2.3.2.3.3.,12
828,послать,2.3.2.3,2.3.2.3.1.2.1.2.,33
829,постичь,2.3.2.1,2.3.2.1.3.1.,1
830,постичь,2.3.2.1,2.3.2.1.3.3.,1
831,посудить,2.3.2.1,2.3.2.1.2.6.,12
832,потерпеть,2.3.2.3,2.3.2.3.4.,1
833,поторапливать,2.3.2.3,2.3.2.3.2.3.,12
834,потрафить,2.3.2.2,2.3.2.2.2.2.3.1.2.,12
835,потрясти,2.3.2.2,2.3.2.2.2.1.1.2.,11
836,почесть,2.3.2.1,2.3.2.1.2.6.,2
837,почитать,2.3.2.2,2.3.2.2.2.2.4.,2
838,поэтизировать,2.3.2.1,2.3.2.1.2.6.,12
839,превзойти,2.3.2.1,2.3.2.1.3.1.,1
840,превозмочь,2.3.2.3,2.3.2.3.1.8.,2
841,предвидеть,2.3.2.1,2.3.2.1.2.5.,20
842,предвкушать,2.3.2.2,2.3.2.2.1.,11
843,предвосхитить,2.3.2.1,2.3.2.1.2.5.,28
844,предлагать,2.3.2.3,2.3.2.3.1.1.,15
845,предлагаться,2.3.2.3,2.3.2.3.1.1.,12
846,предложить,2.3.2.3,2.3.2.3.1.1.,15
847,предназначить,2.3.2.3,2.3.2.3.1.1.,10
848,предназначить,2.3.2.3,2.3.2.3.1.4.,10
849,предначертать,2.3.2.3,2.3.2.3.1.1.,2
850,предопределить,2.3.2.3,2.3.2.3.1.4.,28
851,предоставить,2.3.2.3,2.3.2.3.1.6.1.,30
852,предоставление,2.3.2.3,2.3.2.3.1.6.1.,30
853,предоставлять,2.3.2.3,2.3.2.3.1.6.1.,30
854,предписать,2.3.2.3,2.3.2.3.1.1.,2
855,предполагать,2.3.2.3,2.3.2.3.1.4.,10
856,предположить,2.3.2.1,2.3.2.1.2.5.,20
857,предпочесть,2.3.2.1,2.3.2.1.2.6.,16
858,предпочесть,2.3.2.2,2.3.2.2.2.2.3.1.1.,16
859,предпочесть,2.3.2.3,2.3.2.3.1.4.,16
860,предрасположить,2.3.2.2,2.3.2.2.2.2.3.1.2.,12
861,предрасположить,2.3.2.3,2.3.2.3.2.2.,12
862,предрешить,2.3.2.3,2.3.2.3.1.4.,2
863,представить,2.3.2.1,2.3.2.1.2.4.1.,9
864,представляться,2.3.2.1,2.3.2.1.2.4.1.,0
865,предугадать,2.3.2.1,2.3.2.1.2.5.,20
866,предусмотреть,2.3.2.1,2.3.2.1.2.5.,10
867,предчувствовать,2.3.2.2,2.3.2.2.1.,11
868,презирать,2.3.2.2,2.3.2.2.2.3.2.1.,34
869,презреть,2.3.2.2,2.3.2.2.2.3.3.,2
870,преклоняться,2.3.2.2,2.3.2.2.2.2.4.,34
871,прельстить,2.3.2.2,2.3.2.2.2.2.2.2.,2
872,прельстить,2.3.2.2,2.3.2.2.2.2.3.1.2.,2
873,прельстить,2.3.2.3,2.3.2.3.3.,2
874,прельститься,2.3.2.2,2.3.2.2.2.2.3.1.1.,2
875,прельститься,2.3.2.3,2.3.2.3.3.,2
876,пренебречь,2.3.2.2,2.3.2.2.2.3.2.1.,2
877,пренебречь,2.3.2.2,2.3.2.2.2.3.3.,2
878,преодолеть,2.3.2.3,2.3.2.3.1.8.,1
879,препоручить,2.3.2.3,2.3.2.3.1.5.,2
880,претендовать,2.3.2.3,2.3.2.3.3.,1
881,претерпеть,2.3.2.3,2.3.2.3.4.,14
882,преувеличить,2.3.2.1,2.3.2.1.2.6.,28
883,преуменьшить,2.3.2.1,2.3.2.1.2.6.,12
884,приветствовать,2.3.2.3,2.3.2.3.1.7.1.,2
885,привлекать,2.3.2.1,2.3.2.1.4.2.,6
886,привлечение,2.3.2.1,2.3.2.1.4.2.,10
887,привлечь,2.3.2.1,2.3.2.1.4.2.,6
888,привлечь,2.3.2.2,2.3.2.2.2.2.3.1.2.,6
